Job;Date;Time;Status;Text;Batch/Info;User;Device;Sg;R/L;Option;Type;DM;Lens description;Blank description;Bcrv;Index;Reason;Reason Descr;Dep BR/RM;
268202;16.05.2026;00:00;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;R;;;75;Prog NOMAX PLS Poly (/TRANSCLEAR);VS 1.59 POLY SF SV PHOTOGRAY HC;6,000000;1,590000;;;;
268202;16.05.2026;00:00;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;L;;;75;Prog NOMAX PLS Poly (/TRANSCLEAR);VS 1.59 POLY SF SV PHOTOGRAY HC;6,000000;1,590000;;;;
267799;16.05.2026;00:00;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;75;Prog NOMAX PLT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
267799;16.05.2026;00:00;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;75;Prog NOMAX PLT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
266955;16.05.2026;00:00;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;R;;;75;Prog NOMAX PLT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;4,000000;1,560000;;;;
266955;16.05.2026;00:00;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;L;;;75;Prog NOMAX PLT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;4,000000;1,560000;;;;
268905;16.05.2026;00:01;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;R;;;75;Vision Sencilla Essential (/BLUE CRYSTAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;6,000000;1,560000;;;;
268905;16.05.2026;00:01;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;L;;;75;Vision Sencilla Essential (/BLUE CRYSTAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;6,000000;1,560000;;;;
267799;16.05.2026;00:01;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;75;Prog NOMAX PLT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
267799;16.05.2026;00:01;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;75;Prog NOMAX PLT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
268112;16.05.2026;00:02;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;R;;;75;Prog NOMAX ACT Superior (/TRANSCLEAR GREEN);1.67 SF VS TRANSCLEAR SHMC;2,000000;1,670000;;;;
268112;16.05.2026;00:02;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;L;;;75;Prog NOMAX ACT Superior (/TRANSCLEAR GREEN);1.67 SF VS TRANSCLEAR SHMC;2,000000;1,670000;;;;
268133;16.05.2026;00:13;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;R;;;80;Bifocal Kriptop (/GREEN);1.49 Round-top green SHMC;4,000000;1,498000;;;;
268133;16.05.2026;00:13;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;L;;;80;Bifocal Kriptop (/GREEN);1.49 Round-top green SHMC;4,000000;1,498000;;;;
268133;16.05.2026;00:13;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;R;;;80;Bifocal Kriptop (/GREEN);1.49 Round-top green SHMC;4,000000;1,498000;;;;
268133;16.05.2026;00:13;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;L;;;80;Bifocal Kriptop (/GREEN);1.49 Round-top green SHMC;4,000000;1,498000;;;;
269701;16.05.2026;00:15;PRNT;Impreso;;CONTROL;;;R;;;75;Vision Sencilla Superior (/BLUE CRYSTAL);1.67 BC AR;2,000000;1,670000;;;;
269701;16.05.2026;00:15;PRNT;Impreso;;CONTROL;;;L;;;75;Vision Sencilla Superior (/BLUE CRYSTAL);1.67 BC AR;2,000000;1,670000;;;;
269701;16.05.2026;00:15;PREP;Calculado;;LC_CENTRAL;;;R;;;75;Vision Sencilla Superior (/BLUE CRYSTAL);1.67 BC AR;2,000000;1,670000;;;;
269701;16.05.2026;00:15;PREP;Calculado;;LC_CENTRAL;;;L;;;75;Vision Sencilla Superior (/BLUE CRYSTAL);1.67 BC AR;2,000000;1,670000;;;;
2605001382;16.05.2026;00:15;PRNT;Impreso;;CONTROL;;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
2605001382;16.05.2026;00:15;PRNT;Impreso;;CONTROL;;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
2605001382;16.05.2026;00:15;PREP;Calculado;;LC_CENTRAL;;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
2605001382;16.05.2026;00:15;PREP;Calculado;;LC_CENTRAL;;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
269687;16.05.2026;00:15;PRNT;Impreso;;CONTROL;;;R;;;75;BIFOCAL NOMAX Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
269687;16.05.2026;00:15;PRNT;Impreso;;CONTROL;;;L;;;75;BIFOCAL NOMAX Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
269687;16.05.2026;00:15;PREP;Calculado;;LC_CENTRAL;;;R;;;75;BIFOCAL NOMAX Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
269687;16.05.2026;00:15;PREP;Calculado;;LC_CENTRAL;;;L;;;75;BIFOCAL NOMAX Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
265669;16.05.2026;00:17;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;R;;;70;Vision Sencilla Essential (/GREEN);VS BVS 1.56 INCOLOR AR HMC;6,000000;1,560000;;;;
268366;16.05.2026;00:17;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;R;;;70;Bifocal Kriptop (/BLANCO);1.49 BF. KRIPOK;4,000000;1,498000;;;;
268366;16.05.2026;00:17;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;L;;;70;Bifocal Kriptop (/BLANCO);1.49 BF. KRIPOK;4,000000;1,498000;;;;
2605001383;16.05.2026;00:17;PRNT;Impreso;;CONTROL;;;R;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
2605001383;16.05.2026;00:17;PRNT;Impreso;;CONTROL;;;L;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
2605001383;16.05.2026;00:17;PREP;Calculado;;LC_CENTRAL;;;R;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
2605001383;16.05.2026;00:17;PREP;Calculado;;LC_CENTRAL;;;L;;;70;Prog NOMAX STR Basic (/BLANCO);VS 1.49 BVS CLEAR SF UC;4,000000;1,498000;;;;
269736;16.05.2026;00:18;PRNT;Impreso;;CONTROL;;;R;;;75;Prog NOMAX ACT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
269736;16.05.2026;00:18;PRNT;Impreso;;CONTROL;;;L;;;75;Prog NOMAX ACT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
269736;16.05.2026;00:18;PREP;Calculado;;LC_CENTRAL;;;R;;;75;Prog NOMAX ACT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
269736;16.05.2026;00:18;PREP;Calculado;;LC_CENTRAL;;;L;;;75;Prog NOMAX ACT Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
268522;16.05.2026;00:19;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;R;;;70;Bifocal Kriptop (/TRANSCLEAR GREEN);1.56 KRIPTOP V1 TRANSCLEAR HMC;2,000000;1,560000;;;;
268522;16.05.2026;00:19;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;L;;;70;Bifocal Kriptop (/TRANSCLEAR GREEN);1.56 KRIPTOP V1 TRANSCLEAR HMC;2,000000;1,560000;;;;
269750;16.05.2026;00:19;PRNT;Impreso;;CONTROL;;;R;;;75;Vision Sencilla Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
269750;16.05.2026;00:19;PRNT;Impreso;;CONTROL;;;L;;;75;Vision Sencilla Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
269750;16.05.2026;00:19;PREP;Calculado;;LC_CENTRAL;;;R;;;75;Vision Sencilla Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
269750;16.05.2026;00:19;PREP;Calculado;;LC_CENTRAL;;;L;;;75;Vision Sencilla Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
266955;16.05.2026;00:19;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;R;;;75;Prog NOMAX PLT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;4,000000;1,560000;;;;
266955;16.05.2026;00:19;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;L;;;75;Prog NOMAX PLT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;4,000000;1,560000;;;;
264621;16.05.2026;00:20;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;R;;;70;Prog NOMAX ACT Essential (/BLUE CRYSTAL);1.56 BLUE CUT SF BLUE HMC;4,000000;1,560000;;;;
264621;16.05.2026;00:20;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;L;;;70;Prog NOMAX ACT Essential (/BLUE CRYSTAL);1.56 BLUE CUT SF BLUE HMC;4,000000;1,560000;;;;
268149;16.05.2026;00:20;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;R;;;80;Bifocal Kriptop (/GREEN);1.49 Round-top green SHMC;4,000000;1,498000;;;;
268149;16.05.2026;00:20;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;L;;;80;Bifocal Kriptop (/GREEN);1.49 Round-top green SHMC;4,000000;1,498000;;;;
269758;16.05.2026;00:20;PRNT;Impreso;;CONTROL;;;R;;;75;Prog NOMAX PLT Superior (/TRANSCLEAR GREEN);1.67 SF VS TRANSCLEAR SHMC;2,000000;1,670000;;;;
269758;16.05.2026;00:20;PRNT;Impreso;;CONTROL;;;L;;;75;Prog NOMAX PLT Superior (/TRANSCLEAR GREEN);1.67 SF VS TRANSCLEAR SHMC;2,000000;1,670000;;;;
269758;16.05.2026;00:20;PREP;Calculado;;LC_CENTRAL;;;R;;;75;Prog NOMAX PLT Superior (/TRANSCLEAR GREEN);1.67 SF VS TRANSCLEAR SHMC;2,000000;1,670000;;;;
269758;16.05.2026;00:20;PREP;Calculado;;LC_CENTRAL;;;L;;;75;Prog NOMAX PLT Superior (/TRANSCLEAR GREEN);1.67 SF VS TRANSCLEAR SHMC;2,000000;1,670000;;;;
268927;16.05.2026;00:21;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;R;;;75;BIFOCAL NOMAX (/NATURAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;6,000000;1,560000;;;;
268927;16.05.2026;00:21;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;L;;;75;BIFOCAL NOMAX (/NATURAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;6,000000;1,560000;;;;
268008;16.05.2026;00:21;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;75;Prog NOMAX ACT Essential (/TRANSCLEAR GREEN);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
268008;16.05.2026;00:21;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;75;Prog NOMAX ACT Essential (/TRANSCLEAR GREEN);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
263220;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;BIFOCAL NOMAX Poly (/TRANSCLEAR GREEN);VS 1.59 PC PHOTOGREY SV SF HC;0,500000;1,590000;;;;
263220;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;BIFOCAL NOMAX Poly (/TRANSCLEAR GREEN);VS 1.59 PC PHOTOGREY SV SF HC;0,500000;1,590000;;;;
263014;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Prog NOMAX PLS Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;4,000000;1,670000;;;;
263014;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Prog NOMAX PLS Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;4,000000;1,670000;;;;
264092;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
264092;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
262819;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Prog NOMAX STR Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
262819;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Prog NOMAX STR Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
268222;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Vision Sencilla Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);4,000000;1,590000;;;;
268222;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Vision Sencilla Poly (/BLUE CRYSTAL);1.59 POLY BC AR(Blue);4,000000;1,590000;;;;
267611;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Prog NOMAX ACT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
267611;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Prog NOMAX ACT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
266463;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Prog NOMAX ACT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
266463;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Prog NOMAX ACT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
268251;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Prog NOMAX ACT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
268251;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Prog NOMAX ACT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
265793;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
265793;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
261681;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Prog NOMAX PLT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
261681;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Prog NOMAX PLT Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
268228;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
268228;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
268678;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;70;Bifocal Flaptop (/TRANSCLEAR GREEN);1.56 PGX FLAT TOP BIFOCAL SF GREEN HMC;4,000000;1,560000;;;;
268678;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;70;Bifocal Flaptop (/TRANSCLEAR GREEN);1.56 PGX FLAT TOP BIFOCAL SF GREEN HMC;4,000000;1,560000;;;;
265662;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Vision Sencilla Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
265662;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Vision Sencilla Poly (/GREEN);VS POLY SF SV SHMC;6,250000;1,590000;;;;
266667;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;R;;;75;Prog NOMAX PLT Poly (/BLANCO);VS POLY SF SV SHMC;4,000000;1,590000;;;;
266667;16.05.2026;00:21;PKRX;RX Pick Validation;;SHANNON;;;L;;;75;Prog NOMAX PLT Poly (/BLANCO);VS POLY SF SV SHMC;4,000000;1,590000;;;;
2605001228;16.05.2026;00:21;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;R;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
2605001228;16.05.2026;00:21;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;L;;;0;1.56 TERM BLUE CUT BLUE;;0,000000;1,560000;;;;
268008;16.05.2026;00:21;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;75;Prog NOMAX ACT Essential (/TRANSCLEAR GREEN);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
268008;16.05.2026;00:21;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;75;Prog NOMAX ACT Essential (/TRANSCLEAR GREEN);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
268107;16.05.2026;00:22;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;R;;;80;Bifocal Kriptop (/GREEN);1.49 Round-top green SHMC;4,000000;1,498000;;;;
268107;16.05.2026;00:22;SPOL;Free Form Pulido;SERVER;SERVER;CCP MODULO ONE;;L;;;80;Bifocal Kriptop (/GREEN);1.49 Round-top green SHMC;4,000000;1,498000;;;;
268920;16.05.2026;00:22;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;R;;;75;Vision Sencilla Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
268920;16.05.2026;00:22;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;L;;;75;Vision Sencilla Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
263220;16.05.2026;00:22;BREA;Quiebra;;SHANNON;;;R;;;75;BIFOCAL NOMAX Poly (/TRANSCLEAR GREEN);VS 1.59 PC PHOTOGREY SV SF HC;0,500000;1,590000;5545;Prisma;SURF;
263220;16.05.2026;00:22;BREA;Quiebra;;SHANNON;;;L;;;75;BIFOCAL NOMAX Poly (/TRANSCLEAR GREEN);VS 1.59 PC PHOTOGREY SV SF HC;0,500000;1,590000;5545;Prisma;SURF;
263220;16.05.2026;00:22;WHRX;Solicitud de Bases (Blank) en Almacén;;SHANNON;;;R;;;75;BIFOCAL NOMAX Poly (/TRANSCLEAR GREEN);VS 1.59 PC PHOTOGREY SV SF HC;0,500000;1,590000;;;;
263220;16.05.2026;00:22;WHRX;Solicitud de Bases (Blank) en Almacén;;SHANNON;;;L;;;75;BIFOCAL NOMAX Poly (/TRANSCLEAR GREEN);VS 1.59 PC PHOTOGREY SV SF HC;0,500000;1,590000;;;;
263220;16.05.2026;00:22;PREP;Calculado;;LC_CENTRAL;;;R;;;75;BIFOCAL NOMAX Poly (/TRANSCLEAR GREEN);VS 1.59 PC PHOTOGREY SV SF HC;0,500000;1,590000;;;;
263220;16.05.2026;00:22;PREP;Calculado;;LC_CENTRAL;;;L;;;75;BIFOCAL NOMAX Poly (/TRANSCLEAR GREEN);VS 1.59 PC PHOTOGREY SV SF HC;0,500000;1,590000;;;;
269647;16.05.2026;00:22;PRNT;Impreso;;CONTROL;;;R;;;70;Prog NOMAX ONE (/GREEN);VS BVS 1.56 INCOLOR AR HMC;6,000000;1,560000;;;;
269647;16.05.2026;00:22;PRNT;Impreso;;CONTROL;;;L;;;70;Prog NOMAX ONE (/GREEN);VS BVS 1.56 INCOLOR AR HMC;6,000000;1,560000;;;;
269647;16.05.2026;00:22;PREP;Calculado;;LC_CENTRAL;;;R;;;70;Prog NOMAX ONE (/GREEN);VS BVS 1.56 INCOLOR AR HMC;6,000000;1,560000;;;;
269647;16.05.2026;00:22;PREP;Calculado;;LC_CENTRAL;;;L;;;70;Prog NOMAX ONE (/GREEN);VS BVS 1.56 INCOLOR AR HMC;6,000000;1,560000;;;;
263014;16.05.2026;00:23;BREA;Quiebra;;SHANNON;;;R;;;75;Prog NOMAX PLS Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;4,000000;1,670000;5506;Base Inadecuada;SURF;
263014;16.05.2026;00:23;BREA;Quiebra;;SHANNON;;;L;;;75;Prog NOMAX PLS Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;4,000000;1,670000;5506;Base Inadecuada;SURF;
263014;16.05.2026;00:23;WHRX;Solicitud de Bases (Blank) en Almacén;;SHANNON;;;R;;;75;Prog NOMAX PLS Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;4,000000;1,670000;;;;
263014;16.05.2026;00:23;WHRX;Solicitud de Bases (Blank) en Almacén;;SHANNON;;;L;;;75;Prog NOMAX PLS Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;4,000000;1,670000;;;;
266107;16.05.2026;00:23;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
266107;16.05.2026;00:23;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
263014;16.05.2026;00:23;PREP;Calculado;;LC_CENTRAL;;;R;;;75;Prog NOMAX PLS Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;4,000000;1,670000;;;;
263014;16.05.2026;00:23;PREP;Calculado;;LC_CENTRAL;;;L;;;75;Prog NOMAX PLS Superior (/ADVANCED);VS SF VS 1.67 X10 Photogrey Blue Cut Blue SHMC;4,000000;1,670000;;;;
268112;16.05.2026;00:23;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;R;;;75;Prog NOMAX ACT Superior (/TRANSCLEAR GREEN);1.67 SF VS TRANSCLEAR SHMC;2,000000;1,670000;;;;
268112;16.05.2026;00:23;SENG;Free Form Láser;FABIO;FABIO;LASER CCL MÓDULO;;L;;;75;Prog NOMAX ACT Superior (/TRANSCLEAR GREEN);1.67 SF VS TRANSCLEAR SHMC;2,000000;1,670000;;;;
2605001316;16.05.2026;00:23;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;R;;;75;Prog NOMAX ACT Essential (/BLUE CRYSTAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;6,000000;1,560000;;;;
2605001316;16.05.2026;00:23;EDGE;Entry Edging;SERVER;SERVER;EASYFIT 1;;L;;;75;Prog NOMAX ACT Essential (/BLUE CRYSTAL);VS BVS 1.56 BLUE CUT SHMC BLUE AR;6,000000;1,560000;;;;
264092;16.05.2026;00:23;BREA;Quiebra;;SHANNON;;;R;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;5505;Astillado;SURF;
264092;16.05.2026;00:24;WHRX;Solicitud de Bases (Blank) en Almacén;;SHANNON;;;R;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
264092;16.05.2026;00:24;WHRX;Solicitud de Bases (Blank) en Almacén;;SHANNON;;;L;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
269648;16.05.2026;00:24;PRNT;Impreso;;CONTROL;;;R;;;75;Prog NOMAX PLS Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
269648;16.05.2026;00:24;PRNT;Impreso;;CONTROL;;;L;;;75;Prog NOMAX PLS Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
264092;16.05.2026;00:24;PREP;Calculado;;LC_CENTRAL;;;R;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
264092;16.05.2026;00:24;PREP;Calculado;;LC_CENTRAL;;;L;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
269648;16.05.2026;00:24;PREP;Calculado;;LC_CENTRAL;;;R;;;75;Prog NOMAX PLS Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
269648;16.05.2026;00:24;PREP;Calculado;;LC_CENTRAL;;;L;;;75;Prog NOMAX PLS Poly (/NATURAL);VS 1.59 SF VS BLUE CUT GREEN SHMC;2,000000;1,590000;;;;
266107;16.05.2026;00:24;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;R;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
266107;16.05.2026;00:24;SGEN;Free Form Generado;SERVER;SERVER;HSC MODULO XTS;;L;;;75;Prog NOMAX PLS Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
262819;16.05.2026;00:24;BREA;Quiebra;;SHANNON;;;R;;;75;Prog NOMAX STR Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;5552;Torcidos (ejes malos);SURF;
262819;16.05.2026;00:24;WHRX;Solicitud de Bases (Blank) en Almacén;;SHANNON;;;R;;;75;Prog NOMAX STR Essential (/ADVANCED);VS BVS 1.56 FOTO UV420 AR SHMC;6,000000;1,560000;;;;
